timestamp,temp_c,power_w,util_gpu_%,util_mem_%,fan_speed_%,clock_graphics_mhz,clock_mem_mhz
2025-10-27 01:25:24.426381,78.2,118.39,80,77,57,1492,5804
2025-10-27 01:25:25.427118,79.7,125.77,92,73,59,1684,5890
2025-10-27 01:25:26.427831,56.1,46.9,22,21,24,634,5248
2025-10-27 01:25:27.428345,64.4,80.73,47,40,36,1010,5421
2025-10-27 01:25:28.429111,77.0,109.67,76,62,55,1441,5718
2025-10-27 01:25:29.429731,80.3,122.26,83,65,60,1546,5786
2025-10-27 01:25:30.430474,77.5,113.17,75,65,56,1419,5702
2025-10-27 01:25:31.431467,61.8,70.65,43,41,32,952,5397
2025-10-27 01:25:32.432361,63.3,70.74,43,41,35,954,5405
2025-10-27 01:25:33.432913,71.6,95.56,67,62,47,1314,5646
2025-10-27 01:25:34.433437,76.6,107.02,74,57,54,1410,5715
2025-10-27 01:25:35.434371,55.6,54.32,28,22,23,720,5254
2025-10-27 01:25:36.435339,53.4,36.72,18,15,20,564,5136
2025-10-27 01:25:37.436477,59.8,61.64,35,25,29,818,5302
2025-10-27 01:25:38.437362,80.0,131.75,92,73,60,1675,5893
2025-10-27 01:25:39.437864,66.9,74.28,49,46,40,1030,5464
2025-10-27 01:25:40.438805,50.9,37.57,12,11,16,472,5167
2025-10-27 01:25:41.439698,66.4,79.75,52,48,39,1072,5564
2025-10-27 01:25:42.440269,55.6,54.76,28,23,23,718,5267
2025-10-27 01:25:43.441150,53.2,46.41,18,17,19,568,5170
2025-10-27 01:25:44.441963,72.1,98.62,65,59,48,1271,5640
2025-10-27 01:25:45.442627,49.7,30.94,10,7,14,450,5142
2025-10-27 01:25:46.443566,50.7,42.95,18,14,16,561,5158
2025-10-27 01:25:47.444188,74.4,110.95,76,63,51,1440,5789
2025-10-27 01:25:48.445035,63.8,74.91,47,40,35,1013,5517
2025-10-27 01:25:49.445646,74.8,109.39,78,57,52,1477,5791
2025-10-27 01:25:50.446188,65.3,79.9,53,47,38,1087,5485
2025-10-27 01:25:51.446958,50.8,32.02,10,8,16,457,5092
2025-10-27 01:25:52.447331,53.7,43.07,22,15,20,620,5222
2025-10-27 01:25:53.447730,66.7,78.98,51,44,40,1064,5477
2025-10-27 01:25:54.448318,78.9,126.34,91,87,58,1661,5915
2025-10-27 01:25:55.448719,50.7,34.97,12,8,16,473,5127
2025-10-27 01:25:56.450576,65.0,78.93,52,44,37,1082,5558
2025-10-27 01:25:57.451425,66.2,77.63,50,38,39,1047,5482
2025-10-27 01:25:58.451999,68.1,88.58,58,45,42,1164,5596
2025-10-27 01:25:59.452743,74.9,106.45,74,64,52,1413,5708
2025-10-27 01:26:00.453347,64.0,83.19,51,49,36,1071,5504
2025-10-27 01:26:01.453902,53.4,42.85,20,15,20,590,5150
2025-10-27 01:26:02.454769,76.0,114.34,76,70,53,1448,5710
2025-10-27 01:26:03.455489,65.8,81.8,51,48,38,1057,5480
2025-10-27 01:26:04.456404,57.9,61.22,32,27,26,770,5369
2025-10-27 01:26:05.457174,53.3,47.81,21,18,20,605,5162
2025-10-27 01:26:06.457752,55.7,49.7,25,23,23,683,5298
2025-10-27 01:26:07.458569,68.9,88.71,60,58,43,1190,5611
2025-10-27 01:26:08.459335,60.1,65.01,39,33,30,893,5384
2025-10-27 01:26:09.459856,58.0,55.14,30,24,26,743,5322
2025-10-27 01:26:10.460854,73.0,100.52,68,59,49,1318,5712
2025-10-27 01:26:11.461612,82.1,134.73,94,68,63,1712,5946
2025-10-27 01:26:12.462422,65.4,86.94,52,46,38,1084,5503
2025-10-27 01:26:13.464012,83.5,133.37,96,78,65,1748,6003
2025-10-27 01:26:14.464644,78.9,117.17,82,79,58,1523,5855
2025-10-27 01:26:15.465451,71.0,102.29,66,61,46,1280,5674
2025-10-27 01:26:16.466241,66.5,86.57,55,46,39,1125,5521
2025-10-27 01:26:17.467001,55.9,58.64,34,31,23,800,5311
2025-10-27 01:26:18.467647,83.3,135.01,98,69,64,1773,5978
2025-10-27 01:26:19.468194,74.0,116.95,78,60,50,1462,5759
2025-10-27 01:26:20.468924,70.2,97.49,65,47,45,1271,5679
2025-10-27 01:26:21.469736,52.3,40.55,21,16,18,612,5172
2025-10-27 01:26:22.470368,77.8,119.68,81,65,56,1510,5825
2025-10-27 01:26:23.470838,69.4,95.44,66,50,44,1290,5615
2025-10-27 01:26:24.471326,57.7,58.48,28,20,26,726,5285
2025-10-27 01:26:25.472332,52.2,38.16,16,12,18,532,5110
2025-10-27 01:26:26.472879,59.1,61.05,35,28,28,819,5337
2025-10-27 01:26:27.473915,73.7,103.45,69,53,50,1339,5707
2025-10-27 01:26:28.474612,67.3,87.83,55,45,40,1119,5530
2025-10-27 01:26:29.475331,76.3,124.05,84,83,54,1552,5799
2025-10-27 01:26:30.475682,85.4,142.18,99,87,68,1780,5947
2025-10-27 01:26:31.476498,62.5,70.03,45,40,33,965,5433
2025-10-27 01:26:32.477982,78.8,119.14,85,83,58,1572,5830
2025-10-27 01:26:33.478777,70.9,108.48,70,52,46,1354,5698
2025-10-27 01:26:34.479169,63.7,77.42,47,46,35,1010,5502
2025-10-27 01:26:35.479819,66.7,95.06,61,58,40,1221,5647
2025-10-27 01:26:36.480739,49.6,37.42,12,11,14,481,5127
2025-10-27 01:26:37.481780,50.4,34.83,12,11,15,474,5134
2025-10-27 01:26:38.482523,75.3,115.17,81,71,52,1517,5768
2025-10-27 01:26:39.483181,83.5,134.91,94,67,65,1703,5977
2025-10-27 01:26:40.483910,51.0,35.24,16,15,16,548,5180
2025-10-27 01:26:41.485111,48.7,34.05,11,9,13,471,5158
2025-10-27 01:26:42.485995,80.7,117.31,83,62,61,1549,5788
2025-10-27 01:26:43.486602,67.3,89.78,54,50,40,1119,5515
2025-10-27 01:26:44.487727,59.0,55.43,32,24,28,775,5301
2025-10-27 01:26:45.488426,65.1,75.39,46,44,37,986,5481
2025-10-27 01:26:46.488846,74.2,110.07,74,65,51,1413,5717
2025-10-27 01:26:47.489679,63.2,74.74,45,42,34,979,5468
2025-10-27 01:26:48.490457,70.8,86.07,59,45,46,1194,5621
2025-10-27 01:26:49.491369,77.9,120.4,83,82,56,1552,5875
2025-10-27 01:26:50.491955,65.3,84.62,50,36,37,1049,5540
2025-10-27 01:26:51.492665,50.7,36.09,16,13,16,540,5142
2025-10-27 01:26:52.493026,77.9,117.43,79,60,56,1485,5807
2025-10-27 01:26:53.493786,59.0,61.88,38,36,28,866,5427
2025-10-27 01:26:54.494289,78.5,128.81,87,73,57,1601,5824
2025-10-27 01:26:55.494740,50.8,44.9,20,15,16,594,5207
2025-10-27 01:26:56.495297,83.8,141.63,98,70,65,1767,6024
2025-10-27 01:26:57.495848,69.8,104.73,67,64,44,1314,5644
2025-10-27 01:26:58.496466,56.2,57.32,31,24,24,773,5273
2025-10-27 01:26:59.497148,61.6,65.44,42,40,32,922,5465
2025-10-27 01:27:00.498013,59.5,69.92,41,32,29,905,5419
2025-10-27 01:27:01.498619,77.8,126.51,85,66,56,1580,5896
2025-10-27 01:27:02.499445,68.3,87.48,54,48,42,1115,5545
2025-10-27 01:27:03.499927,55.0,46.79,21,18,22,617,5196
2025-10-27 01:27:04.500873,69.3,93.5,59,45,43,1187,5581
2025-10-27 01:27:05.501994,52.3,33.53,15,13,18,520,5139
2025-10-27 01:27:06.502464,83.2,137.87,96,74,64,1738,5915
2025-10-27 01:27:07.503866,51.1,43.67,18,15,16,576,5209
2025-10-27 01:27:08.504375,85.1,131.31,95,67,67,1722,5969
2025-10-27 01:27:09.505106,49.8,29.54,11,10,14,469,5105
2025-10-27 01:27:10.505792,58.2,60.15,34,24,27,809,5347
2025-10-27 01:27:11.506435,76.6,107.77,77,71,54,1447,5723
2025-10-27 01:27:12.507186,52.0,41.76,18,15,18,565,5183
2025-10-27 01:27:13.507889,62.7,79.77,47,38,34,999,5420
2025-10-27 01:27:14.508611,57.1,62.47,35,26,25,829,5364
2025-10-27 01:27:15.509600,64.0,66.34,41,39,35,919,5407
2025-10-27 01:27:16.510459,61.8,66.43,42,29,32,939,5446
2025-10-27 01:27:17.511083,66.3,79.81,51,44,39,1062,5519
2025-10-27 01:27:18.511998,80.9,123.78,87,66,61,1614,5908
2025-10-27 01:27:19.512727,59.1,52.8,31,26,28,758,5301
2025-10-27 01:27:20.513543,49.5,43.27,18,17,14,570,5156
2025-10-27 01:27:21.514825,54.2,49.85,22,18,21,632,5195
2025-10-27 01:27:22.515899,84.3,138.55,100,82,66,1809,5964
2025-10-27 01:27:23.516578,68.7,99.47,64,58,42,1256,5597
2025-10-27 01:27:24.517661,51.8,38.6,19,13,17,586,5166
2025-10-27 01:27:25.518314,64.3,77.97,49,34,36,1040,5509
2025-10-27 01:27:26.519419,76.4,113.76,78,64,54,1463,5735
2025-10-27 01:27:27.520514,54.6,46.08,25,19,21,665,5280
2025-10-27 01:27:28.521478,63.6,77.81,51,47,35,1073,5513
2025-10-27 01:27:29.522522,53.6,48.37,21,20,20,605,5252
2025-10-27 01:27:30.523329,60.8,65.04,38,36,31,873,5352
2025-10-27 01:27:31.524555,73.8,107.61,71,54,50,1369,5698
2025-10-27 01:27:32.525313,68.5,83.5,53,52,42,1094,5537
2025-10-27 01:27:33.526624,77.0,114.81,77,62,55,1459,5730
2025-10-27 01:27:34.527609,83.9,136.39,100,92,65,1798,6002
2025-10-27 01:27:35.528818,54.3,51.58,28,20,21,716,5254
2025-10-27 01:27:36.529824,66.8,82.99,54,42,40,1111,5556
2025-10-27 01:27:37.530777,73.4,112.09,73,56,50,1397,5720
2025-10-27 01:27:38.531657,50.6,36.35,15,11,15,515,5157
2025-10-27 01:27:39.532272,56.9,62.3,34,33,25,817,5291
2025-10-27 01:27:40.532927,49.5,31.7,12,10,14,479,5107
2025-10-27 01:27:41.533318,67.9,91.72,62,44,41,1237,5610
2025-10-27 01:27:42.534205,47.9,33.24,11,10,11,459,5146
2025-10-27 01:27:43.535299,82.3,134.31,96,70,63,1736,5951
2025-10-27 01:27:44.536547,78.5,111.2,79,63,57,1493,5782
2025-10-27 01:27:45.537459,64.9,74.02,46,39,37,991,5420
2025-10-27 01:27:46.538280,80.1,135.37,94,75,60,1713,5948
2025-10-27 01:27:47.539238,78.5,121.44,88,86,57,1610,5897
2025-10-27 01:27:48.539866,52.6,44.19,24,18,18,669,5238
2025-10-27 01:27:49.540563,49.1,39.75,13,11,13,485,5175
2025-10-27 01:27:50.541275,48.8,37.77,12,9,13,474,5140
2025-10-27 01:27:51.541666,60.8,58.96,34,32,31,804,5382
2025-10-27 01:27:52.542187,80.2,132.31,90,65,60,1640,5935
2025-10-27 01:27:53.543140,55.6,54.23,29,23,23,729,5259
2025-10-27 01:27:54.544178,83.5,124.86,91,82,65,1658,5933
2025-10-27 01:27:55.544893,51.3,37.39,11,10,16,472,5077
2025-10-27 01:27:56.545772,82.0,134.28,92,76,62,1671,5876
2025-10-27 01:27:57.546635,57.4,55.31,33,28,26,803,5357
2025-10-27 01:27:58.547565,71.9,96.11,60,53,47,1209,5645
2025-10-27 01:27:59.548599,59.0,69.27,39,31,28,876,5405
2025-10-27 01:28:00.549473,65.9,74.85,49,36,38,1044,5527
2025-10-27 01:28:01.550470,67.9,95.52,59,52,41,1194,5603
2025-10-27 01:28:02.551067,77.7,111.31,80,62,56,1506,5849
2025-10-27 01:28:03.552102,82.8,139.3,96,75,64,1736,5976
2025-10-27 01:28:04.552763,71.4,102.08,68,59,47,1323,5635
2025-10-27 01:28:05.553555,53.6,47.32,24,19,20,668,5221
2025-10-27 01:28:06.554409,76.8,110.3,79,65,55,1479,5762
2025-10-27 01:28:07.555329,81.5,128.7,94,69,62,1718,5891
2025-10-27 01:28:08.556179,82.7,129.79,92,79,64,1678,5884
2025-10-27 01:28:09.556908,82.1,131.48,93,77,63,1700,5961
2025-10-27 01:28:10.558742,56.9,52.29,29,22,25,736,5333
2025-10-27 01:28:11.559164,50.1,39.9,20,15,15,608,5168
2025-10-27 01:28:12.559649,53.0,37.78,16,14,19,536,5122
2025-10-27 01:28:13.563952,71.0,106.33,71,59,46,1361,5701
2025-10-27 01:28:14.564652,59.3,57.47,33,28,28,787,5341
2025-10-27 01:28:15.565431,53.4,48.41,21,18,20,624,5206
2025-10-27 01:28:16.565838,64.8,76.51,50,35,37,1052,5463
2025-10-27 01:28:17.566794,76.9,108.33,74,66,55,1414,5743
2025-10-27 01:28:18.567259,59.4,61.21,37,28,29,852,5365
2025-10-27 01:28:19.568106,79.3,122.77,86,69,58,1595,5836
2025-10-27 01:28:20.568944,71.4,106.84,71,52,47,1355,5736
2025-10-27 01:28:21.569428,60.7,63.97,38,27,31,871,5370
2025-10-27 01:28:22.570092,67.4,92.96,62,48,41,1227,5656
2025-10-27 01:28:23.570956,70.6,90.87,60,47,45,1190,5606
2025-10-27 01:28:24.571830,66.4,87.18,54,41,39,1116,5496
2025-10-27 01:28:25.572923,61.1,70.02,43,40,31,948,5442
2025-10-27 01:28:26.573382,70.4,99.08,65,57,45,1273,5602
2025-10-27 01:28:27.573788,64.0,76.25,48,42,35,1013,5519
2025-10-27 01:28:28.574871,68.9,87.77,58,49,43,1167,5552
2025-10-27 01:28:29.575775,82.8,124.26,91,66,64,1671,5927
2025-10-27 01:28:30.576938,49.3,34.96,14,13,14,500,5093
2025-10-27 01:28:31.577629,65.9,81.36,54,38,38,1100,5525
2025-10-27 01:28:32.578340,57.9,61.33,33,32,26,793,5348
2025-10-27 01:28:33.579153,70.8,100.56,64,61,46,1257,5627
2025-10-27 01:28:34.580185,73.5,97.82,69,66,50,1334,5661
2025-10-27 01:28:35.581593,49.2,32.21,10,8,13,440,5119
2025-10-27 01:28:36.582552,53.5,47.52,22,20,20,627,5194
2025-10-27 01:28:37.583273,66.5,82.47,54,40,39,1116,5520
2025-10-27 01:28:38.584042,47.1,35.77,10,9,10,443,5064
2025-10-27 01:28:39.584804,74.1,111.54,76,73,51,1446,5729
2025-10-27 01:28:40.585622,80.2,132.64,90,75,60,1657,5902
2025-10-27 01:28:41.586174,65.0,80.25,48,42,37,1012,5498
2025-10-27 01:28:42.586884,81.2,129.99,92,77,61,1686,5955
2025-10-27 01:28:43.587743,86.5,143.24,100,70,69,1804,5954
2025-10-27 01:28:44.588524,57.5,51.87,28,22,26,719,5234
2025-10-27 01:28:45.589368,53.4,47.11,22,20,20,620,5237
2025-10-27 01:28:46.590299,79.1,122.97,88,85,58,1628,5907
2025-10-27 01:28:47.591037,67.5,91.5,61,51,41,1212,5616
2025-10-27 01:28:48.591956,77.5,117.54,85,72,56,1584,5867
2025-10-27 01:28:49.592583,74.9,115.96,81,78,52,1506,5833
2025-10-27 01:28:50.593231,48.8,30.99,11,9,13,473,5074
2025-10-27 01:28:51.593944,72.8,100.96,65,49,49,1280,5601
2025-10-27 01:28:52.594392,56.0,55.91,27,19,24,714,5228
2025-10-27 01:28:53.595232,76.3,112.59,80,60,54,1499,5760
2025-10-27 01:28:54.595735,53.7,53.54,27,23,20,695,5314
2025-10-27 01:28:55.596407,80.6,124.86,84,80,60,1553,5830
2025-10-27 01:28:56.597094,66.0,82.45,54,51,39,1106,5516
2025-10-27 01:28:57.598214,71.5,102.14,67,51,47,1297,5694
2025-10-27 01:28:58.599194,51.2,45.04,17,13,16,557,5135
2025-10-27 01:28:59.599963,69.7,92.18,62,52,44,1230,5614
2025-10-27 01:29:00.600533,68.9,96.95,62,50,43,1227,5582
2025-10-27 01:29:01.601431,59.4,65.5,42,37,29,929,5392
2025-10-27 01:29:02.601844,69.3,81.41,55,41,43,1127,5589
2025-10-27 01:29:03.602116,59.5,63.85,33,28,29,785,5307
2025-10-27 01:29:04.602783,56.8,51.46,29,22,25,733,5307
2025-10-27 01:29:05.603493,65.7,77.08,49,48,38,1025,5502
2025-10-27 01:29:06.603999,66.7,79.82,50,45,40,1055,5521
2025-10-27 01:29:07.604399,66.4,84.2,57,54,39,1146,5598
2025-10-27 01:29:08.605152,51.4,51.61,23,18,17,647,5237
2025-10-27 01:29:09.606075,82.9,137.69,97,77,64,1759,5932
2025-10-27 01:29:10.606526,67.4,86.64,58,48,41,1164,5625
2025-10-27 01:29:11.607224,57.9,56.61,28,27,26,714,5290
2025-10-27 01:29:12.607983,49.9,31.32,13,10,14,499,5158
2025-10-27 01:29:13.608394,62.5,74.98,49,48,33,1028,5506
2025-10-27 01:29:14.608714,56.2,54.44,29,21,24,735,5291
2025-10-27 01:29:15.609531,72.5,106.58,69,56,48,1343,5648
2025-10-27 01:29:16.610666,78.4,117.99,78,68,57,1470,5787
2025-10-27 01:29:17.611251,83.3,130.47,94,70,64,1708,5924
2025-10-27 01:29:18.612255,54.2,49.33,24,16,21,661,5280
2025-10-27 01:29:19.612635,58.8,61.65,37,26,28,850,5339
2025-10-27 01:29:20.613045,66.4,83.98,51,49,39,1066,5555
2025-10-27 01:29:21.614109,69.3,93.64,64,45,44,1252,5602
2025-10-27 01:29:22.615071,67.8,91.91,61,54,41,1223,5614
2025-10-27 01:29:23.683346,84.8,134.19,99,91,67,1781,5999
2025-10-27 01:29:24.686839,74.7,114.74,77,54,52,1461,5779
2025-10-27 01:29:25.687365,80.5,125.87,90,86,60,1651,5903
2025-10-27 01:29:26.688227,77.1,117.99,80,56,55,1506,5753
2025-10-27 01:29:27.688995,64.7,68.27,43,32,37,943,5472
2025-10-27 01:29:28.689895,71.9,98.02,62,54,47,1222,5591
2025-10-27 01:29:29.691420,78.7,120.79,88,78,57,1628,5864
2025-10-27 01:29:30.692689,47.8,39.13,12,9,11,473,5164
2025-10-27 01:29:31.693739,52.4,48.03,21,20,18,607,5247
2025-10-27 01:29:32.694709,77.1,122.09,83,62,55,1551,5814
2025-10-27 01:29:33.695424,67.6,90.46,58,42,41,1173,5612
2025-10-27 01:29:34.696298,72.8,109.3,72,71,49,1373,5717
2025-10-27 01:29:35.697164,73.1,101.79,71,50,49,1364,5744
2025-10-27 01:29:36.697714,81.5,126.2,89,71,62,1636,5862
2025-10-27 01:29:37.698464,77.7,124.14,85,72,56,1570,5802
2025-10-27 01:29:38.699329,63.9,81.4,49,46,35,1041,5497
2025-10-27 01:29:39.699693,79.6,122.74,87,83,59,1605,5870
2025-10-27 01:29:40.700786,83.4,130.19,90,77,65,1654,5927
2025-10-27 01:29:41.701245,58.7,53.96,32,28,27,770,5334
2025-10-27 01:29:42.702028,73.5,109.47,71,61,50,1368,5712
2025-10-27 01:29:43.702916,70.9,100.17,70,51,46,1351,5722
2025-10-27 01:29:44.703750,75.9,113.51,79,71,53,1477,5835
2025-10-27 01:29:45.704551,57.1,48.34,25,20,25,668,5250
2025-10-27 01:29:46.705221,54.0,47.74,23,16,20,649,5262
2025-10-27 01:29:47.705759,61.5,68.73,44,39,32,956,5465
2025-10-27 01:29:48.706621,74.9,111.06,74,55,52,1406,5780
2025-10-27 01:29:49.707579,70.7,93.95,63,57,46,1248,5595
2025-10-27 01:29:50.708699,82.2,128.77,94,69,63,1711,5957
2025-10-27 01:29:51.709466,81.6,130.25,95,81,62,1716,5901
2025-10-27 01:29:52.710220,47.2,35.05,12,9,10,470,5168
2025-10-27 01:29:53.711036,52.7,38.76,15,14,19,532,5140
2025-10-27 01:29:54.711664,70.6,93.0,63,51,45,1242,5622
2025-10-27 01:29:55.712367,67.2,85.85,56,39,40,1136,5553
2025-10-27 01:29:56.713615,72.6,104.48,73,71,48,1397,5715
2025-10-27 01:29:57.714204,53.7,49.43,24,23,20,661,5288
2025-10-27 01:29:58.715531,78.5,121.35,87,84,57,1602,5822
2025-10-27 01:29:59.716232,62.7,72.2,40,37,34,904,5395
2025-10-27 01:30:00.717189,56.9,57.37,30,28,25,750,5266
2025-10-27 01:30:01.718445,75.4,104.85,69,62,53,1327,5648
2025-10-27 01:30:02.719365,74.7,107.57,70,66,52,1342,5725
2025-10-27 01:30:03.720381,47.9,29.93,12,11,11,483,5096
2025-10-27 01:30:04.721147,50.7,44.14,20,14,16,606,5174
2025-10-27 01:30:05.721936,78.7,121.97,81,70,58,1513,5841
2025-10-27 01:30:06.722640,54.4,51.1,22,16,21,634,5171
2025-10-27 01:30:07.723488,71.0,97.64,62,55,46,1220,5607
2025-10-27 01:30:08.724175,52.1,46.5,19,15,18,586,5220
2025-10-27 01:30:09.724810,57.7,60.64,30,23,26,741,5313
2025-10-27 01:30:10.725855,70.7,103.8,68,49,45,1327,5705
2025-10-27 01:30:11.726672,50.1,31.84,10,7,15,444,5079
2025-10-27 01:30:12.727729,57.7,56.76,30,23,26,757,5347
2025-10-27 01:30:13.728526,50.9,36.33,14,12,16,510,5139
2025-10-27 01:30:14.729113,78.0,123.18,82,62,57,1521,5793
2025-10-27 01:30:15.730472,84.7,132.16,97,68,66,1753,6009
2025-10-27 01:30:16.730894,63.7,83.79,51,43,35,1070,5545
2025-10-27 01:30:17.731352,66.5,92.83,58,45,39,1168,5531
2025-10-27 01:30:18.731981,83.3,144.68,100,79,64,1794,5967
2025-10-27 01:30:19.764477,83.7,134.91,98,83,65,1779,6010
2025-10-27 01:30:20.765792,81.1,132.14,95,94,61,1732,5984
2025-10-27 01:30:21.766837,75.5,106.43,76,70,53,1439,5724
2025-10-27 01:30:22.767781,82.0,138.56,95,76,63,1730,5974
2025-10-27 01:30:23.768643,84.9,141.19,98,75,67,1764,5947
2025-10-27 01:30:24.769637,57.4,58.26,30,24,26,756,5255
2025-10-27 01:30:25.770519,78.0,115.78,78,74,57,1477,5814
2025-10-27 01:30:26.771324,52.6,43.06,21,19,18,622,5170
2025-10-27 01:30:27.772101,53.3,43.54,20,18,19,600,5231
2025-10-27 01:30:28.773094,69.4,93.49,59,47,44,1179,5606
2025-10-27 01:30:29.773715,55.0,40.77,20,16,22,602,5231
2025-10-27 01:30:30.774325,79.8,126.71,90,89,59,1644,5904
2025-10-27 01:30:31.775241,47.1,29.46,11,8,10,466,5075
2025-10-27 01:30:32.775906,76.0,119.74,81,63,54,1515,5786
2025-10-27 01:30:33.776564,61.2,63.9,35,25,31,832,5338
2025-10-27 01:30:34.777234,54.2,50.1,22,21,21,621,5214
2025-10-27 01:30:35.778219,79.5,130.37,89,67,59,1632,5910
2025-10-27 01:30:36.778989,69.9,88.86,58,40,44,1163,5534
2025-10-27 01:30:37.780610,60.2,59.68,37,30,30,851,5321
2025-10-27 01:30:38.781236,75.0,104.18,73,71,52,1400,5706
2025-10-27 01:30:39.781953,80.3,119.45,86,77,60,1594,5894
2025-10-27 01:30:40.782512,80.6,129.31,87,72,60,1604,5848
2025-10-27 01:30:41.783226,79.9,127.78,87,83,59,1608,5879
2025-10-27 01:30:42.784084,73.7,110.02,71,51,50,1372,5757
2025-10-27 01:30:43.784506,62.7,67.3,41,29,33,913,5438
2025-10-27 01:30:44.785677,60.0,65.25,40,36,29,901,5385
2025-10-27 01:30:45.786007,80.7,123.48,90,88,61,1648,5851
2025-10-27 01:30:46.786930,55.3,51.07,22,17,22,629,5203
2025-10-27 01:30:47.787603,49.6,36.61,13,9,14,502,5088
2025-10-27 01:30:48.788089,83.9,135.03,93,90,65,1695,5899
2025-10-27 01:30:49.788833,53.5,46.27,26,23,20,681,5221
2025-10-27 01:30:50.789626,85.1,138.66,96,82,67,1742,6008
2025-10-27 01:30:51.790479,66.3,82.69,56,41,39,1145,5599
2025-10-27 01:30:52.791505,62.3,68.04,41,36,33,924,5444
2025-10-27 01:30:53.792566,56.7,56.61,32,25,24,773,5301
2025-10-27 01:30:54.793373,80.7,131.49,91,85,61,1672,5937
2025-10-27 01:30:55.794466,62.4,73.78,41,29,33,910,5425
2025-10-27 01:30:56.794996,63.7,68.69,44,34,35,955,5454
2025-10-27 01:30:57.795519,50.9,37.25,15,14,16,530,5177
2025-10-27 01:30:58.795909,62.5,71.49,46,37,33,981,5453
2025-10-27 01:30:59.796713,77.4,119.06,84,81,56,1552,5823
2025-10-27 01:31:00.797434,78.3,129.54,89,69,57,1633,5893
2025-10-27 01:31:01.798150,55.5,56.39,29,23,23,725,5298
2025-10-27 01:31:02.798845,59.5,56.98,33,26,29,788,5354
2025-10-27 01:31:03.799598,69.5,84.11,57,50,44,1150,5581
2025-10-27 01:31:04.800438,71.7,97.68,61,55,47,1216,5606
2025-10-27 01:31:05.801362,71.2,93.25,62,59,46,1221,5655
2025-10-27 01:31:06.802664,48.9,34.02,12,10,13,480,5086
2025-10-27 01:31:07.803624,61.8,70.3,45,34,32,966,5488
2025-10-27 01:31:08.804698,83.5,138.12,95,80,65,1733,5916
2025-10-27 01:31:09.805290,57.4,54.99,30,23,26,758,5306
2025-10-27 01:31:10.806187,52.8,38.4,16,12,19,543,5162
2025-10-27 01:31:11.806999,69.8,91.53,58,42,44,1160,5578
2025-10-27 01:31:12.807525,60.5,61.93,34,25,30,815,5311
2025-10-27 01:31:13.808208,61.8,72.46,45,38,32,973,5407
2025-10-27 01:31:14.808899,63.5,77.25,44,35,35,957,5440
2025-10-27 01:31:15.809520,70.7,96.65,60,44,46,1202,5603
2025-10-27 01:31:16.810207,48.3,33.9,10,8,12,441,5050
2025-10-27 01:31:17.810994,62.0,79.74,49,42,33,1032,5500
2025-10-27 01:31:18.811932,82.0,140.27,97,81,62,1760,5985
2025-10-27 01:31:19.812701,80.9,127.26,89,81,61,1629,5851
2025-10-27 01:31:20.813471,74.8,117.43,79,72,52,1487,5833
2025-10-27 01:31:21.814448,75.8,113.83,79,61,53,1482,5839
2025-10-27 01:31:22.815372,73.6,103.14,69,54,50,1334,5732
2025-10-27 01:31:23.816143,51.8,42.8,16,14,17,546,5159
2025-10-27 01:31:24.816819,59.1,60.97,30,27,28,757,5253
2025-10-27 01:31:25.817834,61.6,66.6,42,31,32,930,5374
2025-10-27 01:31:26.818753,83.2,137.21,95,83,64,1728,5908
2025-10-27 01:31:27.819922,55.5,45.76,25,22,23,678,5217
2025-10-27 01:31:28.820819,56.8,57.67,30,22,25,741,5264
2025-10-27 01:31:29.821647,51.1,46.38,19,18,16,578,5192
2025-10-27 01:31:30.822526,73.7,102.11,69,55,50,1325,5731
2025-10-27 01:31:31.823137,83.4,134.52,94,81,65,1706,5934
2025-10-27 01:31:32.824133,48.5,37.86,11,10,12,457,5152
2025-10-27 01:31:33.824733,50.5,32.11,11,8,15,474,5103
2025-10-27 01:31:34.825354,49.4,37.74,15,14,14,521,5101
2025-10-27 01:31:35.826537,79.8,128.46,92,79,59,1680,5955
2025-10-27 01:31:36.827317,73.3,109.06,77,73,49,1464,5796
2025-10-27 01:31:37.828480,53.2,49.62,22,20,19,637,5173
2025-10-27 01:31:38.829569,56.1,52.22,29,28,24,737,5258
2025-10-27 01:31:39.830065,54.2,55.08,27,23,21,706,5292
2025-10-27 01:31:40.830957,68.4,94.17,61,46,42,1221,5625
2025-10-27 01:31:41.831754,86.0,141.28,99,92,69,1794,5944
2025-10-27 01:31:42.832343,65.2,79.82,53,40,37,1086,5533
2025-10-27 01:31:43.833150,51.2,35.48,12,8,16,472,5169
2025-10-27 01:31:44.834444,76.9,107.85,77,64,55,1445,5804
2025-10-27 01:31:45.835662,62.3,74.25,42,40,33,920,5414
2025-10-27 01:31:46.836773,82.7,141.78,98,89,64,1764,5986
2025-10-27 01:31:47.837531,72.9,108.31,72,52,49,1384,5728
2025-10-27 01:31:48.839018,81.2,132.77,95,86,61,1719,5920
2025-10-27 01:31:49.840322,73.7,102.28,66,61,50,1297,5694
2025-10-27 01:31:50.841364,57.5,62.1,31,29,26,755,5335
2025-10-27 01:31:51.842081,82.2,127.47,89,88,63,1628,5891
2025-10-27 01:31:52.842960,77.5,122.57,87,75,56,1606,5884
2025-10-27 01:31:53.843651,85.9,135.95,98,77,68,1763,6012
2025-10-27 01:31:54.844507,56.3,56.33,33,28,24,795,5377
